LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Parameters
964,Jul,9,11:35:59,combo,ftpd,23026.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
965,Jul,9,11:35:59,combo,ftpd,23032.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
966,Jul,9,11:35:59,combo,ftpd,23030.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
967,Jul,9,11:35:59,combo,ftpd,23031.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
968,Jul,9,11:35:59,combo,ftpd,23035.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
969,Jul,9,11:35:59,combo,ftpd,23038.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
970,Jul,9,11:35:59,combo,ftpd,23037.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
971,Jul,9,11:35:59,combo,ftpd,23029.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
972,Jul,9,11:35:59,combo,ftpd,23036.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
973,Jul,9,11:35:59,combo,ftpd,23046.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
974,Jul,9,11:35:59,combo,ftpd,23048.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
975,Jul,9,11:35:59,combo,ftpd,23045.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
976,Jul,9,11:35:59,combo,ftpd,23043.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
977,Jul,9,11:35:59,combo,ftpd,23040.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
978,Jul,9,11:35:59,combo,ftpd,23044.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
979,Jul,9,11:35:59,combo,ftpd,23039.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
980,Jul,9,11:35:59,combo,ftpd,23041.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
981,Jul,9,11:35:59,combo,ftpd,23047.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
982,Jul,9,11:35:59,combo,ftpd,23033.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
983,Jul,9,11:35:59,combo,ftpd,23042.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
984,Jul,9,11:35:59,combo,ftpd,23034.0,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.57.88.250', '()', 'Sat', 'Jul', '9', '11:35:59 2005']"
985,Jul,9,12:16:49,combo,ftpd,23140.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
986,Jul,9,12:16:49,combo,ftpd,23143.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
987,Jul,9,12:16:49,combo,ftpd,23142.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
988,Jul,9,12:16:49,combo,ftpd,23141.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
989,Jul,9,12:16:49,combo,ftpd,23144.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
990,Jul,9,12:16:49,combo,ftpd,23145.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
991,Jul,9,12:16:49,combo,ftpd,23146.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
992,Jul,9,12:16:49,combo,ftpd,23148.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
993,Jul,9,12:16:49,combo,ftpd,23149.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
994,Jul,9,12:16:49,combo,ftpd,23150.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
995,Jul,9,12:16:49,combo,ftpd,23147.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:49 2005']"
996,Jul,9,12:16:51,combo,ftpd,23151.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:51 2005']"
997,Jul,9,12:16:51,combo,ftpd,23152.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:51 2005']"
998,Jul,9,12:16:51,combo,ftpd,23153.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:51 2005']"
999,Jul,9,12:16:51,combo,ftpd,23155.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:51 2005']"
1000,Jul,9,12:16:51,combo,ftpd,23154.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:51 2005']"
1001,Jul,9,12:16:52,combo,ftpd,23156.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:52 2005']"
1002,Jul,9,12:16:52,combo,ftpd,23157.0,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jul', '9', '12:16:52 2005']"
1003,Jul,9,12:59:44,combo,ftpd,23204.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1004,Jul,9,12:59:44,combo,ftpd,23216.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1005,Jul,9,12:59:44,combo,ftpd,23215.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1006,Jul,9,12:59:44,combo,ftpd,23205.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1007,Jul,9,12:59:44,combo,ftpd,23217.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1008,Jul,9,12:59:44,combo,ftpd,23206.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1009,Jul,9,12:59:44,combo,ftpd,23207.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1010,Jul,9,12:59:44,combo,ftpd,23208.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1011,Jul,9,12:59:44,combo,ftpd,23209.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1012,Jul,9,12:59:44,combo,ftpd,23219.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1013,Jul,9,12:59:44,combo,ftpd,23210.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1014,Jul,9,12:59:44,combo,ftpd,23218.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1015,Jul,9,12:59:44,combo,ftpd,23213.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1016,Jul,9,12:59:44,combo,ftpd,23212.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1017,Jul,9,12:59:44,combo,ftpd,23211.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1018,Jul,9,12:59:44,combo,ftpd,23220.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1019,Jul,9,12:59:44,combo,ftpd,23214.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1020,Jul,9,12:59:44,combo,ftpd,23221.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:44 2005']"
1021,Jul,9,12:59:45,combo,ftpd,23222.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:45 2005']"
1022,Jul,9,12:59:45,combo,ftpd,23223.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:45 2005']"
1023,Jul,9,12:59:45,combo,ftpd,23224.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:45 2005']"
1024,Jul,9,12:59:45,combo,ftpd,23225.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:45 2005']"
1025,Jul,9,12:59:45,combo,ftpd,23226.0,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['81.171.220.226', '()', 'Sat', 'Jul', '9', '12:59:45 2005']"
1026,Jul,9,19:34:06,combo,sshd(pam_unix),23780.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1027,Jul,9,19:34:06,combo,sshd(pam_unix),23781.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1028,Jul,9,19:34:06,combo,sshd(pam_unix),23784.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1029,Jul,9,19:34:07,combo,sshd(pam_unix),23786.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1030,Jul,9,19:34:09,combo,sshd(pam_unix),23788.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1031,Jul,9,19:34:09,combo,sshd(pam_unix),23790.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1032,Jul,9,19:34:10,combo,sshd(pam_unix),23792.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1033,Jul,9,19:34:12,combo,sshd(pam_unix),23794.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1034,Jul,9,19:34:13,combo,sshd(pam_unix),23796.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1035,Jul,9,19:34:14,combo,sshd(pam_unix),23798.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=p15105218.pureserver.info', 'user=root']"
1036,Jul,9,22:53:19,combo,ftpd,24085.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:19 2005']"
1037,Jul,9,22:53:19,combo,ftpd,24088.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:19 2005']"
1038,Jul,9,22:53:19,combo,ftpd,24087.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:19 2005']"
1039,Jul,9,22:53:19,combo,ftpd,24089.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:19 2005']"
1040,Jul,9,22:53:19,combo,ftpd,24090.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:19 2005']"
1041,Jul,9,22:53:19,combo,ftpd,24091.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:19 2005']"
1042,Jul,9,22:53:22,combo,ftpd,24081.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1043,Jul,9,22:53:22,combo,ftpd,24071.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1044,Jul,9,22:53:22,combo,ftpd,24077.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1045,Jul,9,22:53:22,combo,ftpd,24086.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1046,Jul,9,22:53:22,combo,ftpd,24069.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1047,Jul,9,22:53:22,combo,ftpd,24074.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1048,Jul,9,22:53:22,combo,ftpd,24079.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1049,Jul,9,22:53:22,combo,ftpd,24072.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1050,Jul,9,22:53:22,combo,ftpd,24076.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1051,Jul,9,22:53:22,combo,ftpd,24075.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1052,Jul,9,22:53:22,combo,ftpd,24078.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1053,Jul,9,22:53:22,combo,ftpd,24080.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1054,Jul,9,22:53:22,combo,ftpd,24084.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1055,Jul,9,22:53:22,combo,ftpd,24070.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1056,Jul,9,22:53:22,combo,ftpd,24083.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1057,Jul,9,22:53:22,combo,ftpd,24082.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1058,Jul,9,22:53:22,combo,ftpd,24073.0,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['206.196.21.129', '(host129.206.196.21.maximumasp.com)', 'Sat', 'Jul', '9', '22:53:22 2005']"
1059,Jul,10,03:55:15,combo,ftpd,24513.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['217.187.83.139', '()', 'Sun', 'Jul', '10', '03:55:15', '2005']"
1060,Jul,10,03:55:15,combo,ftpd,24512.0,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['217.187.83.139', '()', 'Sun', 'Jul', '10', '03:55:15', '2005']"
